GrPetYear,pe,pb,peg,shr,revenue,opInm,eps,Assets,Equity,bvps,ROtA,5ROtA,10ROtA,bad5y,bad10y,Industrial,cur,old
CWSRF,67.23,2.95,0.29,2.79,-8.11,-40.15,190.4,0.15,-2.77,-2.7,0.79,0.39,0.39,1,1,,CAD,2019
CWST,86.04,8.99,2.99,4.78,10.13,25.42,0.0,9.14,52.31,49.93,4.9,4.94,0.17,1,5,REFUSE SYSTEMS,USD,2013
CWT,38.03,2.13,-3.92,1.77,4.21,6.25,6.32,7.79,9.16,9.0,2.52,2.52,2.41,0,0,WATER SUPPLY,USD,2013
CWT.BK,15.54,0.63,2.1,6.8,8.36,0.0,0.0,10.43,12.14,11.37,5.24,3.6,2.41,0,1,,THB,2013
CWX.AX,-10.91,1.01,-14.08,42.93,-100.0,40.47,-24.5,16.66,15.76,11.03,-8.87,-10.08,-10.08,5,5,,AUD,2018
CWXZF,10.69,0.97,-0.28,3.79,31.57,45.37,60.52,17.34,20.27,19.53,8.83,7.83,7.83,1,1,,CAD,2019
CWY.AX,65.84,1.98,-1.42,2.81,2.91,-2.31,0.0,5.45,3.06,2.98,2.83,5.34,2.45,0,2,,AUD,2013
CWYUF,13.58,0.79,-0.28,-0.07,-0.08,-0.84,37.03,5.63,4.5,4.5,6.96,4.95,4.95,1,1,,CAD,2019
CX,17.0,1.01,-0.67,-1.17,0.41,-25.95,0.0,-3.97,0.28,0.29,3.26,0.76,0.73,1,3,"CEMENT, HYDRAULIC",MXN,2013
CXAC,98.43,1.32,0.0,-22.41,-100.0,-100.0,-100.0,43427.24,8945383.4,11529183.32,0.51,0.25,0.25,1,1,BLANK CHECKS,USD,2021
CXAC-UN,78.89,1.06,0.0,-100.0,-100.0,-100.0,-100.0,43427.24,8945383.4,8945383.4,0.51,0.25,0.25,1,1,BLANK CHECKS,USD,2021
CXAC-WT,0.39,0.0,0.0,-100.0,-100.0,-100.0,-100.0,-56.47,-372.94,-372.94,507.21,253.6,253.6,1,1,BLANK CHECKS,USD,2021
CXBMF,10.07,1.03,-0.24,60.64,91.09,113.44,115.44,35.81,42.84,26.67,6.53,9.56,9.56,1,1,,USD,2019
CXB.TO,10.07,1.03,-0.32,42.72,-100.0,0.0,0.0,51.26,44.99,31.53,6.53,6.95,0.94,2,7,,CAD,2013
CXC.CN,-13.82,18.68,0.08,11.2,-100.0,13.34,2.86,4.14,0.0,0.0,-95.15,-15.22,-35.18,3,8,,CAD,2013
CXDO,-1.24,1.09,0.0,8.83,15.42,-1.66,14.37,21.55,22.45,20.62,-182.03,-31.71,-53.35,1,6,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),USD,2013
CXE,-3.12,0.83,0.01,-0.11,-100.0,-100.0,-100.0,-3.04,-3.87,-3.87,-15.85,-0.66,0.83,1,2,,USD,2010
CXH,-3.63,0.87,0.01,-3.75,-100.0,-100.0,-100.0,-4.28,-5.75,-5.98,-14.21,-0.26,0.73,1,1,,USD,2010
CXI.TO,9.2,1.61,0.01,8.17,20.56,20.2,9.18,23.91,17.51,16.18,9.9,1.48,4.04,2,2,,USD,2012
CXKJ,-22.5,-13.84,0.09,-100.0,-100.0,80.0,59.18,-100.0,105.78,105.78,-103.06,-1564.7,-795.19,1,3,SERVICES-EDUCATIONAL SERVICES,USD,2013
CXL.AX,-42.96,16.31,2.55,12.23,45.67,20.38,31.94,27.45,30.82,27.46,-32.29,-30.05,-30.05,4,4,,AUD,2018
CXM,-129.02,6.16,-2.04,3.89,23.99,12.97,7.3,56.34,0.0,0.0,-9.27,-11.07,-11.07,4,4,SERVICES-PREPACKAGED SOFTWARE,USD,2020
CXM.AX,-2.99,2.08,0.01,2.67,-100.0,20.84,0.0,-7.87,-8.45,-8.23,-60.54,-46.62,-28.3,2,5,,AUD,2013
CXO.AX,-211.03,6.16,2.78,45.21,-100.0,15.78,-20.63,56.94,56.3,38.77,-2.66,-6.65,-14.81,4,8,,AUD,2013
CXSE3.SA,9.49,2.61,0.17,0.0,27.21,-100.0,17.75,21.14,21.11,21.11,25.22,24.1,24.91,0,0,,BRL,2017
CX.ST,13.61,1.63,-0.31,1.04,27.08,24.92,20.08,39.51,50.16,49.65,10.23,8.52,8.52,1,1,,SEK,2018
CXU.AX,-1.94,1.49,0.01,14.41,-100.0,-11.52,-25.61,-9.51,-14.68,-12.83,-43.21,-93.67,-89.16,2,5,,AUD,2013
CXU.DE,50.69,5.7,-0.92,-1.51,5.95,-0.44,1.85,7.76,4.74,4.82,16.64,31.38,30.07,0,0,,USD,2013
CXW,9.05,0.74,0.03,0.76,0.95,-4.32,-10.3,0.85,-0.53,-0.53,3.78,2.67,4.91,1,2,REAL ESTATE INVESTMENT TRUSTS,USD,2013
CXX.AX,3.1,53.03,0.02,20.47,-100.0,12.22,0.0,-26.92,-31.06,-25.79,971.49,188.74,85.42,4,9,,AUD,2013
CXXI.CN,118.51,1.1,-1.8,59.35,-100.0,0.0,0.0,114.43,0.0,0.0,25.82,-70.54,-144.16,3,6,,USD,2014
CXXIF,113.55,1.05,-1.3,59.35,-100.0,0.0,0.0,114.43,0.0,0.0,25.82,-70.54,-144.16,3,6,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,USD,2014
CXZ.AX,81.19,3.01,0.0,75.05,-100.0,0.0,0.0,100.57,0.0,0.0,3.56,24.23,-1134.95,2,3,,AUD,2013
CY4.MI,76.91,1.57,-1.12,10.66,74.34,0.0,0.0,108.55,143.91,130.05,2.24,8.41,8.41,2,2,,EUR,2018
CY5.AX,-89.79,10.49,-1.09,84.25,95.22,27.14,-34.27,24.7,21.37,11.6,-9.5,-61.08,-52.75,2,2,,AUD,2017
CYAD,-0.0,0.0,0.0,20.88,-100.0,14.62,-5.49,-5.37,-14.07,-11.64,-217.14,-84.5,-71.49,4,7,PHARMACEUTICAL PREPARATIONS,EUR,2013
CYAD.BR,-0.85,0.39,0.13,20.88,-100.0,14.62,-5.49,-5.37,-14.07,-11.64,-217.14,-84.12,-70.56,4,7,,EUR,2013
CYAN,-1.48,0.32,0.01,-100.0,-2.42,0.0,-100.0,-0.22,-2.67,-2.67,-2.42,-1.56,-2.83,2,4,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,USD,2014
CYAN.L,-33.86,2.58,-52.57,37.64,46.1,-11.66,-34.85,21.16,17.41,12.65,-8.09,-54.46,-77.68,3,8,,GBP,2013
CYAP,-7.76,8.59,-0.44,205.08,-100.0,31.1,-57.47,37.56,0.0,0.0,-18794.67,-8314.56,-6192.98,2,4,SERVICES-MANAGEMENT CONSULTING SERVICES,USD,2013
CYB1.ST,-6.97,3.58,0.05,9.35,21.21,0.0,0.0,10.8,-6.2,-5.67,-12.25,-30.32,-13.52,1,5,,EUR,2014
CYBERMEDIA.NS,4.86,-5.2,0.02,4.56,3.05,11.41,0.0,-10.7,0.0,0.0,9.29,-14.2,-11.08,1,4,,INR,2014
CYBERTECH.NS,17.77,2.4,-2.95,0.81,11.24,22.64,11.45,9.52,11.57,11.48,12.89,11.22,9.47,1,2,,INR,2014
CYB.MI,42.54,7.89,0.03,43.19,35.32,47.82,0.0,48.36,54.47,38.04,15.18,4.9,4.9,3,3,,EUR,2018
CYBN,-2.82,2.32,-0.04,36.16,-100.0,34.3,-19.56,215.82,221.76,162.86,-145.14,-113.65,-113.65,2,2,PHARMACEUTICAL PREPARATIONS,CAD,2021
CYBQY,655.09,1.58,-0.01,2.67,21.38,-3.49,-6.08,29.04,28.08,27.35,-1.09,-0.88,-2.24,3,6,,JPY,2014
CYBR,-50.22,9.44,0.98,3.58,27.56,0.0,0.0,39.71,34.9,33.69,-7.96,-0.16,3.23,3,3,SERVICES-PREPACKAGED SOFTWARE,USD,2013
CYBT.CN,-11.6,-28.16,0.07,293.37,-100.0,144.88,-23.04,239.98,96.0,24.41,-491.01,-1123.34,-1123.34,2,2,,USD,2019
CYB.TO,43.56,0.96,-0.33,-0.22,0.0,-100.0,0.0,11.95,11.92,11.95,-5.61,5.12,11.92,3,3,,CAD,2013
CYCA,-3.75,-55.46,0.06,91.24,-100.0,81.78,-4.84,34.36,25.53,13.35,-565.09,-283.51,-451.39,2,2,SERVICES-PREPACKAGED SOFTWARE,USD,2007
CYC.AX,-29.28,5.3,1.06,5.25,7.73,27.8,-9.15,17.17,21.04,19.99,-14.99,-12.43,-10.75,4,6,,AUD,2013
CYCC,-0.32,0.5,-0.03,77.87,-100.0,4.9,-39.0,-2.8,-6.36,-3.58,-77.08,-46.46,-47.34,4,9,PHARMACEUTICAL PREPARATIONS,USD,2013
CYCCP,-7.61,11.9,0.0,0.0,-100.0,4.9,8.53,-2.8,-6.36,-6.36,-77.08,-46.46,-47.34,4,9,PHARMACEUTICAL PREPARATIONS,USD,2013
CYCN,-0.22,2.08,-0.0,2.17,-100.0,-13.93,-15.98,27.01,0.0,0.0,-242.18,-401.18,-620.49,2,2,PHARMACEUTICAL PREPARATIONS,USD,2017
CYD,9.24,0.34,-0.07,1.02,0.09,-10.45,-8.66,2.88,3.89,3.85,1.35,2.65,3.02,0,1,ENGINES & TURBINES,CNY,2013
CYDY,-0.88,-2.04,0.03,41.41,-100.0,27.65,3.34,24.17,95.73,67.7,-991.85,-811.77,-732.47,4,7,PHARMACEUTICAL PREPARATIONS,USD,2013
CYG.AX,21.09,0.9,-0.61,9.11,3.32,8.41,-9.35,4.85,-2.95,-2.71,2.17,2.22,-4.49,2,3,,AUD,2013
CYGIY,0.21,0.03,-0.0,0.63,17.81,23.53,15.81,18.8,13.76,13.68,10.9,8.23,9.3,2,3,,JPY,2013
CYH,5.97,-0.4,-0.11,3.69,-0.69,-1.01,-0.99,-1.7,0.0,0.0,1.7,-0.56,-3.08,2,4,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",USD,2013
CYIENT.NS,31.48,4.67,-0.31,-100.0,11.96,10.29,-100.0,14.43,9.06,9.06,12.17,12.1,13.01,0,0,,INR,2014
CYL.AX,20.02,1.41,0.05,8.74,-100.0,0.0,0.0,60.13,59.22,54.46,5.13,-15.93,-32.98,1,5,,AUD,2013
CYM.AX,0.0,0.0,0.0,-100.0,-100.0,31.89,-100.0,38.19,30.0,30.0,-17.78,-55.01,-32.52,2,3,,AUD,2013
CYN,-1.7,1.8,-0.04,5.72,28.15,26.58,21.51,21.87,20.44,19.34,-76.19,-73.36,-73.36,3,3,SERVICES-COMPUTER PROGRAMMING SERVICES,USD,2019
CYN.L,4.87,0.85,-8.75,0.0,0.0,0.0,0.0,-29.0,2.4,2.4,351.62,74.93,33.5,3,8,,GBP,2013
CYP.AX,-3.38,0.78,-0.17,22.18,-100.0,36.37,0.18,34.92,34.69,28.39,-22.83,-27.27,-46.88,4,7,,AUD,2013
CYQ.AX,-1.97,1.84,-0.02,126.51,81.57,-24.95,-65.97,32.53,0.0,0.0,-52.39,-111.86,-696.11,4,1,,AUD,2013
CYR.DE,-14.36,2.74,-0.98,7.77,12.56,0.0,0.0,56.75,0.0,0.0,-48.91,-19.07,-2.06,3,3,,EUR,2015
CYRE3.SA,9.73,1.09,-1.01,-1.08,0.08,4.16,2.22,1.58,2.99,3.03,4.95,6.06,4.42,1,3,,BRL,2013
CYRX,-27.19,1.43,-0.31,34.62,81.67,19.7,-9.63,103.24,0.0,0.0,-5.36,-18.11,-228.51,4,4,PHARMACEUTICAL PREPARATIONS,USD,2013
CYT,-2.37,0.73,-0.06,21.98,-100.0,44.08,20.19,69.67,0.0,0.0,-28.68,-61.31,-61.31,2,2,PHARMACEUTICAL PREPARATIONS,USD,2019
CYTH,-0.92,-36.86,0.14,37.12,-2.28,0.0,0.0,4.69,-9.45,-6.89,-362.49,-166.9,-130.15,3,6,INDUSTRIAL ORGANIC CHEMICALS,USD,2013
CYTHW,-0.26,-10.48,0.0,-100.0,-2.28,0.0,-100.0,4.69,-9.45,-9.45,-358.92,-166.18,-129.8,3,6,INDUSTRIAL ORGANIC CHEMICALS,USD,2013
CYTK,-7.09,-14.42,0.11,14.16,13.34,28.52,15.34,32.04,0.0,0.0,-39.67,-37.74,-30.65,5,8,PHARMACEUTICAL PREPARATIONS,USD,2013
CYTO,-0.01,-0.05,0.0,84.21,-100.0,6.67,-42.17,-14.66,0.0,0.0,-1101.18,-401.32,-239.68,3,5,PHARMACEUTICAL PREPARATIONS,CHF,2013
CYTR,-0.0,0.01,0.0,25.83,-100.0,76.39,33.25,55.82,0.0,0.0,-220.9,-104.92,-91.62,4,8,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",USD,2013
CYVIZ.OL,91.04,4.98,2.6,3.72,13.35,20.06,6.32,9.04,3.83,3.69,-9.59,-23.4,-20.81,3,3,,NOK,2017
CYXO.ST,-1.92,1.51,-0.05,37.52,-100.0,36.9,-0.46,86.95,102.35,74.42,-131.07,-90.27,-79.61,4,4,,SEK,2017
CYXT,-0.02,0.18,0.01,3.6,3.94,0.0,63.99,1895.96,2431.94,2347.43,-17.44,-13.14,-13.14,2,2,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",USD,2020
CZFS,9.71,1.33,11.82,1.71,9.16,8.19,7.24,10.96,9.01,8.86,1.26,1.33,1.26,0,0,STATE COMMERCIAL BANKS,USD,2013
CZG.PR,9.23,2.29,0.06,2.88,26.21,31.37,28.69,25.34,18.09,17.59,14.97,10.29,10.3,0,0,,CZK,2017
CZL.AX,0.0,0.0,0.0,-100.0,-100.0,-2.4,-100.0,9.1,-1.02,-1.02,-71.24,-17.78,-33.74,4,7,,AUD,2013
CZMWY,31.62,4.48,1.41,1.06,8.59,11.57,12.39,12.47,12.49,12.36,13.65,10.67,9.93,0,0,,EUR,2013
CZN.AX,-6.2,0.54,-0.16,57.91,-100.0,-3.81,-42.1,27.67,32.55,20.61,-8.35,-33.58,-70.7,3,7,,AUD,2013
CZNC,11.48,1.17,-1.0,2.63,6.46,-100.0,1.33,7.9,3.72,3.62,1.11,1.25,1.29,0,0,STATE COMMERCIAL BANKS,USD,2013
CZN.L,-1.41,-0.33,-3.67,5.42,-100.0,-11.99,-33.02,-32.95,0.0,0.0,-1394.77,-1281.43,-1073.05,3,5,,USD,2016
CZOO,-0.13,0.0,-0.01,-50.74,-100.0,452.7,-100.0,128.97,23.53,47.75,-61.01,-32.28,-32.28,4,4,RETAIL-AUTO DEALERS & GASOLINE STATIONS,GBP,2018
CZO.V,16.88,1.06,0.34,2.99,12.51,31.66,39.93,24.91,72.05,69.95,11.66,4.39,8.79,2,4,,CAD,2013
CZR,-50.33,2.94,-1.06,18.51,52.18,62.04,0.0,70.86,54.14,45.69,-2.94,-2.07,1.73,3,4,HOTELS & MOTELS,USD,2013
CZR.AX,-5.76,2.09,0.31,17.54,-100.0,12.58,-7.76,2.21,4.36,3.71,-34.61,-22.41,-22.18,5,10,,AUD,2013
CZWI,5.63,0.57,-0.38,8.06,13.03,21.1,26.76,14.09,13.33,12.34,1.0,0.74,0.53,1,2,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",USD,2013
D,33.93,1.54,-0.49,3.79,3.04,-7.8,-9.19,8.48,10.19,9.82,1.03,2.23,2.84,1,1,ELECTRIC SERVICES,USD,2013
D01.SI,-29.84,3.8,0.14,0.0,-1.34,-27.4,0.0,7.06,-3.3,-3.3,-1.74,1.9,6.7,1,3,,USD,2013
D05.SI,8.82,1.37,0.43,0.4,6.89,-100.0,8.59,7.07,5.81,5.78,1.11,1.0,0.96,0,0,,SGD,2013
D2O.AX,18.26,1.26,1.01,12.68,37.31,43.53,21.69,27.91,13.36,11.86,72.02,49.91,48.42,1,0,,AUD,2017
D467.L,1.92,0.2,0.09,34.58,-100.0,-100.0,86.78,6.45,6.43,4.77,10.39,-4.42,-0.63,2,3,,GBP,2013
D4A.L,13.73,1.45,0.63,0.58,11.79,13.04,14.68,6.45,6.43,6.39,10.39,-4.42,-0.05,2,3,,GBP,2013
D4G.L,8.48,0.9,0.42,0.04,11.79,-100.0,13.67,6.45,6.43,6.42,10.39,-4.42,-0.05,2,3,,GBP,2013
D4H.L,10.41,1.1,0.48,0.58,11.79,-100.0,13.07,6.45,6.43,6.39,10.39,-4.42,-0.05,2,3,,GBP,2013
D4T4.L,38.82,2.06,-100.02,5.44,11.47,9.32,4.07,24.4,23.29,22.09,3.88,13.34,15.46,1,1,,GBP,2013
D6H.DE,19.78,3.52,3.52,1.07,13.78,23.75,29.88,18.92,21.26,21.04,7.71,5.93,5.7,1,2,,EUR,2013
D7G.F,-13.46,2.84,-0.05,71.45,162.06,43.92,-14.1,97.47,104.6,61.01,-19.47,-14.33,-34.56,4,5,,NOK,2013
DAAWAT.NS,10.9,1.51,0.3,2.29,12.2,11.43,17.26,10.35,24.24,23.7,7.26,5.69,4.79,0,0,,INR,2014
DAB.CO,8.94,0.69,-0.31,10.08,-1.79,-100.0,0.0,2.35,11.77,10.69,1.07,1.45,0.51,0,3,,DKK,2013
DABUR.NS,59.36,11.29,-29.2,0.13,5.54,8.96,6.99,11.06,14.48,14.47,14.16,15.8,17.07,0,0,,INR,2014
DAC,3.72,0.52,-0.08,11.28,6.0,10.21,21.42,-1.97,17.53,15.75,16.45,10.96,4.99,2,4,DEEP SEA FOREIGN TRANSPORTATION OF  FREIGHT,USD,2013
DAC.CO,0.0,0.0,0.0,-100.0,11.07,20.09,-100.0,18.75,18.15,18.15,5.51,3.65,4.32,2,2,,DKK,2017
DADA,-5.79,1.53,-0.03,2.69,50.38,5.96,-0.73,15.44,0.0,0.0,-31.26,-45.56,-48.09,4,5,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CNY,2017
DAD.WA,64.52,1.75,-1.86,0.36,30.54,0.0,0.0,45.82,49.72,49.55,3.46,2.52,0.05,2,2,,PLN,2017
DAE.SW,0.0,0.0,0.0,-100.0,-0.74,1.48,-100.0,1.63,-5.33,-5.33,8.27,0.81,4.53,1,1,,CHF,2013
DAF.AX,-21.28,2.61,2.77,17.63,-100.0,-18.08,-27.63,-3.82,-3.62,-3.08,-12.12,-9.19,-42.63,4,4,,AUD,2013
DAIO,47.36,1.93,-0.47,1.32,2.9,-13.16,-9.83,5.01,4.5,4.44,-4.12,-4.1,0.05,3,5,INSTRUMENTS FOR MEAS & TESTING OF  ELECTRICITY & ELEC SIGNALS,USD,2013
DAIOS.AT,0.0,0.0,0.0,-100.0,5.41,0.0,-100.0,0.7,14.58,14.58,3.51,2.32,0.99,1,4,,EUR,2013
DAIUF,79.62,9.9,0.05,14.63,10.87,22.63,10.04,9.89,14.86,12.97,7.59,8.01,6.02,0,1,,JPY,2013
DAKT,-17.91,1.57,0.19,0.69,1.84,-20.13,-35.8,3.65,0.19,0.19,0.14,0.92,2.74,3,4,MISCELLANEOUS MANUFACTURING INDUSTRIES,USD,2013
DAL,16.15,4.89,-0.16,-3.19,3.3,-7.94,-18.04,3.67,-6.34,-6.55,2.33,-0.19,6.16,1,4,"AIR TRANSPORTATION, SCHEDULED",USD,2013
DALBHARAT.NS,38.79,2.57,-0.39,-100.0,24.97,27.06,-100.0,21.31,23.13,23.13,4.98,3.93,3.76,2,1,,INR,2017
DAL.L,10.27,0.81,0.54,6.78,27.98,46.73,0.0,65.51,0.0,0.0,4.3,1.61,1.9,2,3,,EUR,2013
DAL.MI,12.02,0.85,-0.49,-0.01,4.23,-1.17,1.06,4.22,10.31,10.31,5.46,6.91,7.77,1,1,,EUR,2013
DALMIASUG.NS,17.49,1.26,1.86,0.0,12.63,18.31,36.17,9.64,19.96,19.96,7.74,6.06,4.24,0,3,,INR,2013
DALN,-2.13,2.34,0.0,-0.33,-9.4,0.0,0.0,-13.95,-25.2,-25.28,-13.54,-3.46,0.91,3,6,NEWSPAPERS: PUBLISHING OR  PUBLISHING & PRINTING,USD,2013
DALS,140.64,1.33,0.6,-19.49,-100.0,195.33,-236.15,0.67,0.3,0.38,0.29,0.01,0.01,1,1,BLANK CHECKS,USD,2021
DAM.DE,11.23,1.53,0.08,0.43,7.28,19.0,20.82,11.41,13.34,13.28,8.48,6.72,7.81,0,0,,EUR,2013
DAMODARIND.NS,131.18,0.91,-1.37,0.58,-0.82,-5.57,-28.12,7.72,5.21,5.18,2.13,1.19,2.85,3,3,,INR,2014
DAN,-8.17,1.56,0.03,-0.21,4.61,-4.61,42.57,4.23,1.9,1.91,-4.51,1.71,4.01,2,2,MOTOR VEHICLE PARTS & ACCESSORIES,USD,2013
DANGEE.NS,-293.78,10.78,-2.94,-100.0,27.13,0.0,-100.0,34.8,0.0,0.0,-1.96,-2.82,-12.26,3,4,,INR,2014
DANHOS13.MX,12.14,0.59,-22.58,1.56,-1.65,-7.27,-12.8,2.02,1.13,1.11,4.09,4.6,4.6,0,0,,MXN,2019
DANOY,36.82,1.97,-1.27,0.93,2.95,4.69,-5.18,4.33,5.91,5.85,4.56,8.47,8.57,0,0,FOOD AND KINDRED PRODUCTS,EUR,2013
DANSKE.CO,-51.66,0.86,0.37,-1.72,0.66,-100.0,0.0,1.72,1.07,1.09,-0.13,0.22,0.3,2,3,,DKK,2013
DANT.CO,36.46,1.21,-0.35,-0.01,-11.4,-0.54,0.0,-1.09,1.19,1.19,-1.55,7.42,5.53,2,4,,DKK,2013
DAN.V,-9.56,1.94,-1.14,10.33,-100.0,-10.17,-5.47,5.93,4.74,4.29,-13.66,-8.48,-9.26,3,8,,CAD,2013
DAO,-4.85,-2.36,-0.05,2.69,61.54,42.89,37.11,69.67,16.51,16.08,-34.15,-43.63,-50.11,5,6,SERVICES-EDUCATIONAL SERVICES,CNY,2017
DAP.DE,24.64,3.32,1.91,0.4,5.69,11.45,10.88,10.38,9.36,9.32,29.67,23.6,24.03,1,1,,USD,2013
DAR,13.69,2.5,0.96,3.55,15.96,22.18,19.67,12.28,7.3,7.05,11.59,9.13,6.43,1,2,FATS & OILS,USD,2013
DAR.DE,0.0,0.0,0.0,-100.0,6.66,16.1,-100.0,8.7,8.39,8.39,8.86,7.87,8.2,1,1,,EUR,2013
DARE,0.18,14.62,0.0,67.66,128.03,7.88,0.0,22.95,0.0,0.0,928.21,-7.56,-61.43,4,9,PHARMACEUTICAL PREPARATIONS,USD,2013
DARK.L,1624.09,7.78,1256.26,-0.07,51.24,0.0,0.0,54.16,95.41,95.48,0.22,-18.12,-18.12,4,4,,USD,2018
DART.JK,-1.04,0.22,1.36,0.17,-9.73,0.0,0.0,3.44,-3.71,-3.7,-6.52,-4.47,-0.38,4,4,,IDR,2013
DASA3.SA,-12.09,1.05,0.16,7.2,20.3,14.98,0.0,21.39,11.27,10.51,-2.41,0.41,2.06,3,4,,BRL,2013
DASB.ME,5.83,-0.01,0.06,-100.0,-100.0,-11.86,-100.0,-12.72,19.35,19.35,9.65,-146.32,-106.04,3,6,,RUB,2013
DASH,-22.33,4.67,0.14,7.02,118.09,48.89,49.79,94.57,87.28,81.56,-20.56,-23.17,-23.17,3,3,"SERVICES-BUSINESS SERVICES, NEC",USD,2018
DASTY,55.73,6.88,3.01,0.48,11.86,11.15,10.8,14.59,12.12,12.06,15.56,12.53,12.38,0,0,,EUR,2013
DATA.CO,466.55,4.2,4.67,-100.0,-5.0,0.0,-100.0,23.48,26.12,26.12,-25.05,-9.92,-9.92,3,3,,DKK,2019
DATA.L,45.26,28.58,199.16,4.38,17.42,25.11,18.15,25.48,4.68,4.49,23.19,11.01,5.82,1,4,,GBP,2013
DATAMATICS.NS,19.27,3.48,0.96,0.0,7.94,14.18,16.26,7.83,10.83,10.83,15.55,11.99,10.45,0,0,,INR,2014
DATA.MI,0.0,0.0,0.0,-100.0,44.46,64.69,-100.0,56.76,63.98,63.98,-12.77,-12.88,-12.88,4,4,,EUR,2019
DATAPATTNS.NS,79.75,8.47,3.6,0.1,36.38,59.98,100.1,50.81,72.15,72.07,10.99,9.77,9.77,1,1,,INR,2019
DATS,-0.94,0.97,-0.06,7.28,-100.0,131.89,-6.33,285.25,0.0,0.0,-92.06,-1367.53,-1367.53,1,1,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,USD,2019
DATSW,-0.17,0.17,0.0,-100.0,-100.0,131.89,-100.0,285.25,0.0,0.0,-92.06,-1367.53,-1367.53,1,1,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,USD,2019
DAT.WA,-3.92,11.24,0.0,13.58,41.75,67.35,46.16,59.17,40.43,35.6,-128.23,-89.84,-72.04,3,7,,PLN,2013
DAVA,24.51,4.47,0.36,1.52,33.54,22.66,29.4,42.94,56.2,55.36,19.8,16.54,19.79,1,1,SERVICES-COMPUTER PROGRAMMING SERVICES,GBP,2016
DAVE,-0.59,0.65,0.0,-0.11,39.02,0.0,0.0,68.59,24.44,24.47,-41.4,-16.06,-16.06,3,3,FINANCE SERVICES,USD,2019
DAVEW,-2.68,2.95,0.0,-100.0,39.02,0.0,-100.0,68.59,24.44,24.44,-41.4,-16.06,-16.06,3,3,FINANCE SERVICES,USD,2019
DAWN,-5.94,-2.67,1.03,15.92,-100.0,114.41,88.83,133.73,193.44,166.87,-37.87,-65.7,-65.7,3,3,PHARMACEUTICAL PREPARATIONS,USD,2019
DB,3.42,0.27,0.02,6.52,-49.21,-100.0,17.42,-2.05,2.86,2.69,0.42,0.05,-0.02,2,4,STATE COMMERCIAL BANKS,EUR,2013
DB1.DE,19.12,3.37,0.81,-0.03,10.11,13.68,13.52,3.99,12.08,12.08,0.57,0.63,0.56,0,1,,EUR,2013
DB1.SW,17.33,3.05,-0.17,-100.0,10.11,13.68,-100.0,3.99,12.08,12.08,0.57,0.63,0.56,0,1,,EUR,2013
DBA,44.9,0.64,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.66,0.66,0.66,0,0,COMMODITY CONTRACTS BROKERS & DEALERS,USD,2022
DBAN.DE,26.75,0.86,-0.18,2.91,0.0,0.0,0.0,8.94,9.03,8.77,-15.1,4.57,8.75,2,2,,EUR,2013
DBB,23.65,0.85,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.81,0.81,0.81,0,0,COMMODITY CONTRACTS BROKERS & DEALERS,USD,2022
DBC,-31.45,1.18,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.71,0.71,0.71,0,0,COMMODITY CONTRACTS BROKERS & DEALERS,USD,2022
DBCORP.NS,16.19,1.41,-0.16,-100.0,1.51,-6.42,-100.0,4.27,6.06,6.06,6.26,9.29,12.48,0,2,,INR,2014
DBC.WA,6.5,0.78,0.09,0.0,5.72,-2.38,-5.03,4.99,2.83,2.83,3.29,4.19,5.25,0,1,,PLN,2013
DBD,-0.04,-0.01,0.0,2.43,2.15,0.61,11.25,3.84,0.0,0.0,-27.35,-15.01,-8.32,4,6,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),USD,2013
DBD.DE,-0.5,-0.17,0.0,2.09,2.15,11.04,11.61,3.84,0.0,0.0,-27.35,-15.01,-8.32,4,6,,USD,2013
DBE,-12.99,1.41,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.94,0.94,0.94,0,0,COMMODITY CONTRACTS BROKERS & DEALERS,USD,2022
DBF.AX,-17.76,0.52,0.04,9.42,3.41,0.0,51.42,20.74,16.99,15.52,-2.08,-0.85,-0.85,4,4,,AUD,2018
DBGI,-6.89,-45.97,-0.08,94.44,66.37,48.87,9.22,197.44,1.39,0.72,-588.12,-520.44,-520.44,4,4,RETAIL-APPAREL & ACCESSORY STORES,USD,2019
DBGIW,-0.54,-3.62,0.0,-100.0,66.37,48.87,-100.0,197.44,1.39,1.39,-588.12,-520.44,-520.44,4,4,RETAIL-APPAREL & ACCESSORY STORES,USD,2019
