GrPetYear,pe,pb,peg,shr,revenue,opInm,eps,Assets,Equity,bvps,ROtA,5ROtA,10ROtA,bad5y,bad10y,Industrial,cur,old
ICAN.CN,-9.06,1.34,0.02,89.21,-100.0,32.44,-31.74,23.38,21.13,11.17,,10.61,-12.96,3.0,7.0,,CAD,2013
ICA.ST,23.67,2.88,2.61,1.78,53.37,,31.75,31.48,18.3,17.98,,5.89,8.67,0.0,0.0,,SEK,2012
ICBK,41.09,1.31,-0.63,1.49,6.21,-100.0,-6.49,-36.83,9.88,9.73,,268.83,101.46,2.0,7.0,STATE COMMERCIAL BANKS,USD,2012
ICGL,0.0,0.0,,287.52,-100.0,53.32,,2.41,,,,36.15,-11.88,1.0,5.0,INDUSTRIAL ORGANIC CHEMICALS,USD,2013
ICLD,-0.0,-0.0,-0.0,339.3,-100.0,79.51,-49.88,347.21,67.3,15.32,,,-139.66,,4.0,SERVICES,USD,2008
ICLDW,0.0,0.0,,-64.56,-100.0,-10.99,62.5,107.58,-22.14,-62.48,,,-100.54,,3.0,,USD,2008
ICON,-0.3,-0.14,79169.47,2.77,-100.0,,,-17.74,,,,-64.51,-46.32,3.0,6.0,"FOOTWEAR, (NO RUBBER)",USD,2011
ICQ.AX,0.0,0.0,,26.85,-100.0,-100.0,-100.0,13.77,-1.93,-1.52,,-101.77,-76.41,3.0,8.0,,AUD,2011
ICT.AS,31.16,2.27,0.48,0.95,7.97,,,10.99,5.25,5.2,,9.62,9.74,1.0,2.0,,EUR,2011
ICU.AX,0.0,0.0,,55.99,-100.0,11.42,-24.65,13.67,6.22,3.99,,-89.32,-96.4,2.0,5.0,,AUD,2011
IDEA,-0.7,0.14,-0.03,134.19,-100.0,32.11,-42.73,259.85,,,,,-16.57,,1.0,,USD,2004
IDEA.L,125016.59,620.05,304.09,12.74,36.45,21.44,7.18,39.87,40.77,36.17,,3.68,3.5,2.0,3.0,,GBP,2012
IDE.L,-1.63,-0.34,-1.8,18.4,-17.42,,,-12.0,,,,-98.23,-53.2,2.0,4.0,,GBP,2012
IDGGW,0.0,0.0,,-100.0,-11.72,-5.83,-100.0,-7.62,-21.32,-21.32,,-82.8,-69.84,4.0,7.0,,USD,2012
IDH.L,0.0,0.0,,-0.03,-2.66,-24.79,-14.27,-3.5,-2.85,-2.85,,3.0,-1.62,1.0,1.0,,GBP,2011
IDP.L,-186.51,125.08,0.29,7.04,16.75,,,22.69,16.92,15.8,,-5.74,0.29,2.0,2.0,,GBP,2016
IDSY,0.0,0.0,,5.4,-48.02,-58.09,-59.8,-53.76,-56.44,-53.55,,-12.7,-16.28,1.0,5.0,,USD,2009
IDTI,0.0,0.0,,-2.6,2.7,,-37.42,8.03,1.65,1.69,,-1.71,11.69,1.0,2.0,,USD,2009
IDTY,0.0,0.0,,43.72,-100.0,170.15,81.71,167.18,142.15,98.91,,-258.89,-466.52,3.0,5.0,SERVICES,USD,2011
IDTYD,0.0,0.0,,42.96,-100.0,170.26,92.91,167.18,142.15,99.43,,-264.91,-638.25,3.0,5.0,,USD,2011
IDVR.CN,-0.07,0.26,,84.71,-100.0,53.44,-32.08,45.36,23.92,12.95,,-85.04,-85.04,3.0,8.0,,CAD,2011
IDWM,0.0,0.0,,9.65,2.7,,,12.86,5.07,4.63,,-35.84,-12.66,3.0,3.0,SERVICES,USD,2010
IDZ.AX,0.0,0.0,,25.43,-100.0,1.44,,17.58,12.75,10.16,,-11.53,-8.73,3.0,6.0,,AUD,2013
IEA,-65.76,28.27,0.01,52.03,-100.0,201.48,290.95,42.89,-23.8,-15.65,,-2.05,-1.35,1.0,1.0,BLANK CHECKS,USD,2016
IEAWW,-7.91,3.4,0.0,34.53,-100.0,201.48,341.88,42.89,-23.8,-17.69,,-2.05,-1.35,1.0,1.0,BLANK CHECKS,USD,2016
IEC,0.0,0.0,,0.82,3.57,-0.28,-0.98,4.08,1.69,1.67,,7.09,0.26,0.0,3.0,PRINTED CIRCUIT BOARDS,USD,2011
IEHCE,0.0,0.0,,0.59,-53.1,-29.88,-54.66,-49.27,-49.08,-48.79,,16.52,15.88,0.0,0.0,,USD,2010
IEM.L,4.72,0.77,-29.49,0.1,29.73,30.16,30.02,18.12,17.7,17.69,,11.48,12.89,1.0,3.0,,GBP,2012
IFA.DE,0.0,0.0,0.0,-100.0,-4.12,,-100.0,10.74,21.23,21.23,,-1.01,3.25,3.0,3.0,,EUR,2012
IFF.PA,0.0,0.0,,3.88,7.76,5.62,2.34,18.55,22.52,21.68,,8.39,12.47,0.0,0.0,,USD,2010
IFFT,14.61,0.84,-0.73,3.61,6.9,3.59,5.15,18.4,21.37,20.62,,7.93,11.79,0.0,0.0,INDUSTRIAL ORGANIC CHEMICALS,USD,2011
IFMK,-0.01,-0.02,-0.0,62.97,-100.0,35.94,-16.14,267.47,,,,-12.05,-7.62,2.0,3.0,RETAIL-GROCERY STORES,USD,2016
IFN.AX,0.0,0.0,,2.41,22.95,,,-9.63,-0.83,-0.81,,2.6,-0.64,1.0,3.0,,AUD,2011
IFTV,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,312.79,322.38,322.38,,0.0,0.0,0.0,0.0,,USD,2019
IFXAF,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,0.0,0.0,0.0,0.0,,USD,2020
IGAC,11.0,-19.34,0.0,0.0,-100.0,839.1,-62725.0,-0.37,-7.3,-7.3,,6.21,6.21,1.0,1.0,BLANK CHECKS,USD,2020
IGACU,10.99,-19.32,0.11,-100.0,-100.0,839.1,-103.12,-0.37,-7.3,-7.3,,6.21,6.21,1.0,1.0,BLANK CHECKS,USD,2020
IGACW,0.0,0.01,0.0,-100.0,-100.0,839.1,-100.0,-0.37,-7.3,-7.3,,6.21,6.21,1.0,1.0,BLANK CHECKS,USD,2020
IGAP,-12.01,9.48,,49.31,-100.0,,-100.0,25.52,,,,-329.39,-265.12,2.0,5.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,USD,2012
IGBR3.SA,0.57,-0.34,-0.0,0.0,-9.36,,,-14.49,14.61,14.61,,-0.87,-8.01,3.0,7.0,,BRL,2012
IGCIW,0.0,0.0,,-74.42,-50.27,,-12.42,-57.0,-53.73,-210.07,,-18.02,-17.59,3.0,8.0,WHOLESALE,USD,2008
IGE.AX,0.0,0.0,,37.48,-100.0,7.14,-0.61,6.38,,,,-200.82,-902.28,1.0,2.0,,AUD,2011
IGE.PA,34.58,4.88,-26.58,-2.02,5.57,8.35,11.33,10.34,11.15,11.38,,11.89,12.3,0.0,0.0,,EUR,2011
IGNYU,40.11,-18.91,,0.0,-100.0,-100.0,-100.0,-45.88,-107.52,-107.52,,-5.78,-5.78,1.0,1.0,BLANK CHECKS,USD,2020
IGPH.SW,-1.19,0.17,0.03,99.13,90.78,31.61,-29.08,103.66,,,,-189.0,-186.83,2.0,3.0,,USD,2017
IGPK,-4.25,-0.97,-0.13,18.81,-100.0,1.99,-33.33,233.33,54.49,45.86,,-7639.01,-7639.01,1.0,1.0,AGRICULTURAL PRODUCTION-CROPS,USD,2020
IGRW,-0.0,-0.0,0.0,110.0,28.72,,,-77.36,26.15,12.45,,,,,,,USD,2007
IGST.ME,0.91,-0.67,0.0,0.0,9.73,,,0.51,,,,-2.35,-5.27,2.0,5.0,,RUB,2012
IHC,44.49,1.79,0.82,-1.9,0.67,-100.0,6.34,-21.65,6.74,6.88,,12.49,7.35,2.0,5.0,LIFE INSURANCE,USD,2011
IHETW,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,5.01,5.01,0.0,0.0,,USD,2019
IHLDY,-50.6,1.85,0.02,-0.4,-3.63,-14.81,,1.7,-4.91,-4.93,,6.15,5.79,1.0,1.0,,ZAR,2011
II8.F,27.42,0.93,-0.55,5.01,10.23,3.5,-6.91,13.34,12.78,12.17,,4.89,4.34,0.0,1.0,,EUR,2012
IIAC,-1363.46,1.31,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.09,-0.09,1.0,1.0,BLANK CHECKS,USD,2020
IIAC-UN,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.09,-0.09,1.0,1.0,BLANK CHECKS,USD,2020
IIAC-WT,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.09,-0.09,1.0,1.0,BLANK CHECKS,USD,2020
IID,0.0,0.0,,0.18,-6.52,-6.43,,-8.06,-7.59,-7.58,,1.17,1.85,2.0,4.0,,USD,2011
IIG.MI,-0.43,-0.48,0.0,26.14,-14.85,,,-4.41,,,,-75.6,-38.61,2.0,4.0,,EUR,2012
IIII,0.0,-27.73,0.0,0.0,-100.0,2283.87,-14600.0,-0.21,-106.89,-106.89,,1.97,1.97,1.0,1.0,BLANK CHECKS,USD,2020
IIIIU,0.0,-20.79,0.0,0.0,-100.0,2283.87,-13548.28,-0.21,-106.89,-106.89,,1.97,1.97,1.0,1.0,BLANK CHECKS,USD,2020
IIIIW,0.02,-0.01,0.0,0.0,-100.0,2283.87,-13548.28,-0.21,-2.84,-2.84,,1.97,1.97,1.0,1.0,BLANK CHECKS,USD,2020
IIN,-3438.39,2.35,-35.66,4.93,7.75,-28.31,,13.51,19.59,18.67,,-0.21,-2.41,2.0,4.0,ELECTRONIC COMPONENTS & ACCESSORIES,USD,2012
IINX,-0.55,0.02,0.03,5.69,107.61,69.02,-100.0,94.48,104.03,98.43,,5.83,-40.01,3.0,3.0,"ELECTRONIC COMPONENTS, NEC",USD,2012
IIT.L,5.51,0.7,0.81,-1.06,13.53,13.87,15.36,9.41,9.41,9.51,,1.56,10.56,2.0,3.0,,GBP,2012
IKNX,-152.5,5.66,-3.32,-0.05,-2.44,,,0.96,-1.03,-1.03,,-2.32,0.22,2.0,4.0,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,USD,2011
IL,0.0,0.0,0.0,21.82,8.42,,-1.85,-1.53,-0.37,-0.3,,,-12.21,,3.0,,USD,2010
ILD.PA,31.99,1.95,-0.39,0.08,11.97,7.77,2.39,21.34,15.31,15.3,,6.5,7.24,1.0,1.0,,EUR,2011
IL&FSTRANS.NS,0.0,0.0,0.0,-100.0,-33.75,,-100.0,-11.96,,,,-185.36,-67.83,1.0,2.0,,INR,2011
ILG,0.0,0.0,0.0,9.36,17.66,41.1,6.27,21.49,32.98,30.16,,,15.72,,1.0,,USD,2008
ILK1.SG,-6.86,0.26,-0.08,0.0,6.59,-10.16,-25.45,-7.21,-7.39,-7.39,,-3.71,-1.2,2.0,4.0,,EUR,2011
ILK1S.HE,79.87,3.0,-0.87,17.25,0.81,3.36,,2.78,9.0,7.67,,15.14,7.7,2.0,3.0,,EUR,2012
ILK2S.HE,53.51,2.01,-0.6,13.44,0.81,3.36,,2.78,9.0,7.93,,15.14,7.7,2.0,3.0,,EUR,2012
ILLA.MI,-0.0,0.0,0.0,0.0,-4.68,,,2.73,11.32,11.32,,-7.4,-3.2,3.0,4.0,,EUR,2014
IMAC,14.34,1.92,-0.13,8.82,294.79,114.89,80.24,76.24,87.87,80.75,,-68.15,-50.14,4.0,4.0,SERVICES,USD,2016
IMAQ,-76.83,8.41,,-100.0,-100.0,-100.0,-100.0,-0.06,-0.14,-0.14,,,,,,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,USD,2021
IMAQR,-0.0,0.04,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,0.0,0.0,0.0,0.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,USD,2021
IMAQU,-76.14,8.17,,-100.0,-100.0,-100.0,-100.0,-0.06,-0.14,-0.14,,,,,,,USD,2021
IMAQW,-0.19,0.02,,-100.0,-100.0,-100.0,-100.0,-0.06,-0.14,-0.14,,,,,,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,USD,2021
IMAS.JK,19.25,0.7,0.27,3.61,-0.35,4.18,,12.57,8.73,8.43,,-0.45,-0.18,2.0,6.0,,IDR,2012
IMDS,0.0,0.0,0.0,26.22,-73.94,-72.44,-78.08,-78.84,,,,,,,,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,USD,2006
IMDZ,0.0,0.0,,59.2,-23.56,17.55,12.53,6.53,8.52,5.35,,-54.24,-42.45,1.0,5.0,,USD,2014
IME.L,-681.22,91.33,-12.66,0.26,1.88,13.19,10.08,15.0,26.38,26.31,,-27.35,-14.07,2.0,5.0,,GBP,2012
IMGO,-25.8,7.04,0.19,0.0,-100.0,98.52,96.95,414.22,,,,-55.03,-55.03,1.0,1.0,PHARMACEUTICAL PREPARATIONS,USD,2019
IMI,0.0,0.0,,0.04,-10.8,,28.49,-16.02,-14.09,-14.08,,-8.26,-21.25,1.0,4.0,,USD,2012
IMMO.L,-7.2,2.52,-11.26,20.67,-100.0,83.7,51.97,-6.06,-6.99,-5.79,,-90.13,-72.58,4.0,4.0,,GBP,2017
IMMU,0.0,0.0,,8.11,-25.37,,,32.36,80.43,74.39,,-41.23,-64.25,1.0,5.0,,USD,2009
IMNP,0.0,0.0,,-16.88,-100.0,-6.39,2.73,34.91,,,,,-84.42,,4.0,,USD,2008
IMO1.DE,0.0,0.0,,11.26,-7.82,,,-6.48,,,,4.69,0.44,0.0,2.0,,EUR,2009
IMO.L,0.0,0.0,,3.58,21.23,9.58,,20.57,45.63,44.05,,0.69,2.59,1.0,2.0,,GBP,2011
IMPR,0.0,0.0,0.0,80.77,22.83,36.71,37.83,2.18,-24.37,-13.48,,,-18.72,,2.0,,USD,2014
IMPV,0.0,0.0,0.0,26.16,30.04,0.86,,39.16,,,,,-15.39,,4.0,SERVICES,USD,2009
IMPX,0.0,-11.54,0.0,0.0,-100.0,4971.22,-11633.27,-0.2,-10.83,-10.83,,2.14,2.14,1.0,1.0,"MOTORCYCLES, BICYCLES & PARTS",USD,2020
IMPX-UN,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-0.2,-10.83,-10.83,,4.36,4.36,0.0,0.0,"MOTORCYCLES, BICYCLES & PARTS",USD,2021
IMPX-WT,0.0,-0.59,-0.0,0.0,-100.0,4971.22,-98.92,-0.2,-1161.33,-1161.33,,2.14,2.14,1.0,1.0,"MOTORCYCLES, BICYCLES & PARTS",USD,2020
IMS,0.0,0.0,0.0,6.36,10.6,75.0,-312.63,4.32,1.95,1.83,,,6.49,,1.0,,USD,2014
IMUC,-0.11,0.34,-0.0,72.28,-100.0,23.45,-33.72,9.37,5.22,3.03,,,-69.08,,3.0,PHARMACEUTICAL PREPARATIONS,USD,2008
IMUND,0.0,0.0,,44.13,-100.0,-40.32,,-61.01,,,,-22441.45,-21626.87,1.0,5.0,,USD,2012
INAP,0.0,0.0,,4.95,1.12,,-13.18,6.6,,,,,-14.19,,4.0,,USD,2008
INAQU,0.0,0.0,,-100.0,-100.0,59249692522.95,-100.0,-97.76,-100.44,-100.44,,-123857732948.33,-123857732948.33,1.0,1.0,"FIRE, MARINE & CASUALTY INSURANCE",USD,2019
INB,0.0,0.0,,6.85,8.25,19.36,67.6,9.43,,,,6.6,7.18,0.0,1.0,,USD,2013
INBKL,5.54,0.49,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,399.8,399.8,0.0,0.0,STATE COMMERCIAL BANKS,USD,2020
INCE.L,473.03,3.61,-4.9,63.94,18.53,38.43,-7.76,26.42,13.57,8.28,,3.02,-37.84,2.0,4.0,,GBP,2012
INCPY,22.61,2.39,0.16,-1.9,2.56,-1.54,-2.79,0.57,-3.17,-3.23,,2.13,4.33,1.0,2.0,,GBP,2012
INDBN,0.0,0.0,0.0,5.0,111.82,17.15,11.43,58.15,16.37,15.59,,1.47,1.12,0.0,0.0,,USD,2010
INFA.L,-3019.72,2534.68,48.58,148.74,50.7,-3.23,-60.05,17.59,8.71,3.5,,-58.48,-58.44,3.0,5.0,,GBP,2012
INFO,35.93,4.57,0.94,6.01,13.17,25.16,18.12,18.94,22.0,20.76,,29.65,22.62,0.0,1.0,SERVICES,USD,2012
INFRATEL.NS,0.0,0.0,,0.75,-4.13,6.28,19.46,-1.88,-0.87,-0.86,,14.54,10.25,0.0,1.0,,INR,2012
INFR.L,632.16,93.85,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,USD,2007
INFRNT.OL,0.0,0.0,,-1.56,24.44,,,66.48,55.15,56.03,,-5.89,6.94,1.0,2.0,,NOK,2013
ING.PA,0.0,0.0,,3.12,15.7,9.67,17.62,22.0,16.98,16.47,,6.56,10.15,0.0,0.0,,EUR,2010
INGR.ME,49.77,7.05,0.29,11.66,26.29,,-10.27,15.06,-15.13,-13.55,,-1.53,-4.79,2.0,4.0,,RUB,2011
ININ,0.0,0.0,0.0,474.15,16.87,,,18.88,9.08,1.58,,,-6.56,,2.0,,USD,2011
INL.L,2.02,0.11,0.47,2.52,26.85,21.98,8.03,22.82,15.66,15.28,,1.16,0.8,0.0,0.0,,GBP,2011
INLXD,0.0,0.0,,-26.93,-100.0,80.68,164.6,231.29,72.39,99.06,,-271.8,-314.57,2.0,6.0,,USD,2011
INND,-0.0,0.01,-0.0,114.56,-28.23,,,53.79,,,,-346.81,-186.78,3.0,4.0,SERVICES-ADVERTISING AGENCIES,USD,2015
INNOG.SW,-34.36,2.84,0.2,0.0,-5.3,-25.93,,-1.87,-12.78,-12.78,,-1.64,2.2,1.0,1.0,,EUR,2013
INN.PA,0.0,0.0,,5.95,-3.78,,,-1.37,1.42,1.34,,2.12,-0.53,1.0,3.0,,EUR,2011
INN-PD,0.0,0.0,,-100.0,6.39,,-100.0,16.75,14.16,14.16,,0.39,2.72,1.0,2.0,,USD,2011
INNT,0.0,0.0,,292.21,-45.04,,-58.37,-6.4,,,,-554.58,-607.1,2.0,3.0,,USD,2016
INNTW,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-157.05,-157.05,1.0,1.0,PHARMACEUTICAL PREPARATIONS,USD,2020
INOV,272.27,8.67,1.45,23.61,12.05,6.42,-19.98,27.31,14.68,11.88,,-1.15,6.6,1.0,2.0,SERVICES,USD,2011
INPP.L,16.4,0.84,15.34,11.51,-7.76,-2.41,5.73,-3.18,19.08,17.11,,4.79,6.06,0.0,1.0,,GBP,2012
INS,39.62,8.16,3.61,-0.06,12.64,38.69,,21.69,21.44,21.45,,18.99,6.66,0.0,4.0,SERVICES,USD,2012
INSA,0.0,0.0,0.0,-18.18,88.73,,16.83,24.28,13.69,16.73,,-1.94,19.53,2.0,5.0,,USD,2007
INSD,0.0,0.0,0.0,-100.0,-100.0,107.19,-100.0,-100.0,,,,-15703.08,-13150.8,2.0,2.0,HOUSEHOLD FURNITURE,USD,2017
INSEW,-0.01,-0.0,-0.0,53.12,-100.0,,190.35,31.86,,,,-17.52,-16.56,3.0,4.0,,USD,2014
INSR.OL,-0.16,0.45,-0.0,31.85,16.23,-100.0,-13.07,6.38,-9.28,-7.04,,-10.77,-9.26,2.0,6.0,,NOK,2012
INSU,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,0.86,0.86,0.0,0.0,,USD,2019
INSUU,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,0.86,0.86,0.0,0.0,,USD,2019
INSUW,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,0.86,0.86,0.0,0.0,,USD,2019
INSW-PA,22.31,1.02,-0.06,0.0,207.2,533.34,-402.68,15.69,-100.0,-100.0,,-1.03,-1.03,1.0,1.0,WATER TRANSPORTATION,USD,2020
INSY,0.0,0.0,,31.06,-3.74,,,13.87,,,,-64.67,-11.63,1.0,2.0,,USD,2013
INTB,0.0,0.0,,13.11,-100.0,-100.0,-100.0,-100.0,41.27,36.48,,-149.72,-1170.67,2.0,1.0,,USD,2010
INTEGRA.NS,-92.65,-1.84,-0.97,129.73,-100.0,60.36,-25.89,5.38,,,,-2549.58,-1136.25,2.0,3.0,,INR,2012
INTEQ,-0.0,-0.0,-0.0,6.12,-3.3,-15.06,2.33,-3.33,19.42,18.3,,-11.48,-10.28,3.0,4.0,,USD,2011
INTER.AS,27.29,2.04,0.13,5.81,13.54,12.81,8.28,18.32,39.32,37.16,,16.57,13.39,1.0,4.0,,EUR,2012
INTL,2.32,0.51,0.02,0.36,-3.63,10.46,17.42,19.88,11.15,11.11,,0.95,0.79,0.0,1.0,,USD,2011
INTM,0.0,0.0,,0.0,4.63,-111.39,283.33,0.78,-14.22,-14.22,,-11.94,-11.94,1.0,1.0,SERVICES-PREPACKAGED SOFTWARE,USD,2019
IN.TO,-1.62,2.23,0.12,31.78,-100.0,57.3,18.14,80.83,140.73,106.79,,-87.4,-538.91,3.0,4.0,,CAD,2012
INTO.L,-111.96,-13.8,-1.03,21.21,-76.99,-66.99,-70.09,-10.97,43.33,35.74,,-31.17,-31.17,2.0,2.0,,EUR,2018
INTX,0.0,0.0,0.0,3.67,-8.69,-9.23,-6.87,-15.04,-43.51,-41.97,,,-42.1,,4.0,,USD,2008
INVN,0.0,0.0,0.0,18.21,28.6,-50.18,,33.96,20.97,17.74,,,3.73,,3.0,,USD,2012
INVOD,0.0,0.0,,4.85,235.46,31.66,-22.45,32.66,-0.29,-0.28,,-261.51,-497.33,1.0,4.0,,USD,2015
INVT,-0.01,0.06,-0.0,52.87,-8.55,,,5.07,-18.59,-12.16,,,-64.68,,2.0,,USD,2006
INV.TO,-11.58,0.81,0.12,34.74,-100.0,-1.49,-26.93,11.67,11.62,8.62,,-5.18,-8.34,3.0,6.0,,CAD,2011
INV.WA,-238.62,3.34,1.19,22.75,-12.16,5.28,-9.61,44.6,40.45,32.96,,-23.36,-1.96,1.0,2.0,,PLN,2009
INW1.DE,-63.04,4.35,-0.93,-1.27,-34.78,-38.24,-37.43,-23.8,-16.81,-17.02,,-22.1,-1.49,2.0,5.0,,EUR,2011
INWK,0.0,0.0,,1.27,10.22,6.57,,9.42,1.19,1.18,,-9.34,-1.64,1.0,4.0,,USD,2010
INXN,0.0,0.0,,1.67,8.52,,-2.62,19.6,-2.28,-2.24,,1.47,2.29,0.0,1.0,,,2011
INZILE.ST,-0.59,0.12,-0.04,5.08,-100.0,93.94,86.13,89.22,86.54,82.36,,-179.15,-157.63,3.0,3.0,,SEK,2017
IO,-0.13,-0.07,-0.01,3.57,-13.55,,,-12.94,,,,-36.42,-30.17,3.0,7.0,OIL AND GAS FIELD EXPLORATION SERVICES,USD,2011
IOFB,21.05,1.03,-5.76,-4.17,4.89,-100.0,-1.25,5.1,15.07,15.72,,0.5,0.5,0.0,0.0,,USD,1999
IONC.CN,0.0,0.0,,249.18,-100.0,24.32,-62.06,18.77,,,,-1058.71,-427.91,2.0,3.0,,CAD,2014
IOTC,-0.0,-0.0,-0.0,75.8,25.62,31.15,-32.15,43.27,14.56,8.28,,-684.27,-635.79,2.0,5.0,SERVICES,USD,2010
IOTS,0.0,0.0,,70.04,28.56,19.87,-21.34,35.27,24.48,14.4,,-30.71,-24.71,2.0,4.0,,USD,2015
IP1.AX,0.0,0.0,,18.79,-100.0,-100.0,-100.0,-0.17,0.5,0.42,,-260.0,-180.29,2.0,3.0,,AUD,2016
IPAS,0.0,0.0,0.0,0.83,-13.04,14.28,-16.06,-19.2,-40.89,-40.55,,,-44.11,,5.0,SERVICES,USD,2008
IPATD,0.0,0.0,,64.82,134.62,38.09,-24.71,24.2,17.16,10.41,,-40.87,-64.91,3.0,3.0,,CAD,1996
IPAX,-9927.15,-179.59,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.04,-0.04,1.0,1.0,BLANK CHECKS,USD,2021
IPAXU,-9705.63,-175.28,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.04,-0.04,1.0,1.0,BLANK CHECKS,USD,2021
IPAXW,-348.15,-5.52,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.04,-0.04,1.0,1.0,BLANK CHECKS,USD,2021
IPE.L,0.0,0.0,,4.56,,-100.0,,4.89,8.5,8.13,,3.53,5.72,1.0,2.0,,GBP,2011
IPHI,0.0,0.0,,4.91,27.03,,,21.66,9.34,8.9,,-12.08,-6.72,3.0,6.0,,USD,2011
IPHS,0.0,0.0,,-1.16,2.07,-8.75,-4.91,2.33,1.42,1.44,,6.33,7.41,0.0,0.0,,USD,2009
IPLDP,17.84,1.5,-0.43,8.9,-6.79,-1.7,-7.8,0.18,11.08,10.17,,15.0,10.86,1.0,4.0,ELECTRIC & OTHER SERVICES COMBINED,USD,2011
IPLP.TO,0.0,0.0,,-23.88,21.36,18.8,18.92,30.03,22.93,30.12,,1.31,3.63,1.0,1.0,,USD,2015
IPL.TO,22.77,1.94,-0.63,5.68,8.5,3.87,-1.36,11.85,-100.0,-94.63,,4.23,3.91,0.0,1.0,,CAD,2011
IPOB,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-41.07,-41.07,1.0,1.0,,USD,2019
IPOB+,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-41.07,-41.07,1.0,1.0,,USD,2019
IPOC+,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-17.57,-17.57,1.0,1.0,,USD,2019
IPOD,10.87,1.33,0.0,0.0,-100.0,909.64,-22850.0,-0.23,-8.13,-8.13,,5.66,5.66,1.0,1.0,BLANK CHECKS,USD,2020
IPOD-UN,0.0,1.06,0.0,0.0,-100.0,909.64,-12216.06,-0.23,-8.13,-8.13,,5.66,5.66,1.0,1.0,BLANK CHECKS,USD,2020
IPOD-WT,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-0.23,8081.52,8081.52,,,,,,BLANK CHECKS,USD,2020
IPOE,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.08,-0.08,1.0,1.0,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",USD,2020
IPOE-UN,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.08,-0.08,1.0,1.0,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",USD,2020
IPOE-WT,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-0.08,-0.08,1.0,1.0,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",USD,2020
IPOF,9.65,1.06,0.0,0.0,-100.0,871.94,-26210.32,-0.06,-7.34,-7.34,,4.36,4.36,1.0,1.0,BLANK CHECKS,USD,2020
IPOF-UN,9.54,1.06,,-100.0,-100.0,-100.0,-100.0,-0.06,-7.34,-7.34,,8.77,8.77,0.0,0.0,BLANK CHECKS,USD,2021
IPOF-WT,0.0,0.0,-0.0,0.0,-100.0,-100.0,-100.0,-0.06,20485.63,20485.63,,-0.02,-0.02,1.0,1.0,BLANK CHECKS,USD,2020
IPO.WA,60.82,8.57,-0.21,10.53,-2.38,9.58,-1.6,-2.65,-18.98,-17.17,,-9.23,-5.58,3.0,6.0,,PLN,2012
IPRC,-0.02,0.08,-0.0,2.36,-100.0,95.34,,3297.07,,,,,,,,,USD,2009
IPV+,0.0,0.0,,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,49.53,49.53,1.0,1.0,,USD,2018
IPVA,135.86,-35.63,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-1.18,-1.18,1.0,1.0,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),USD,2021
